age,balance,duration,job,marital,education,default,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
30,673,610,blue-collar,married,secondary,no,yes,no,unknown,20,may,2,-1,0,unknown,no
35,0,124,technician,divorced,secondary,no,no,no,cellular,25,aug,4,-1,0,unknown,no
33,411,216,services,divorced,secondary,no,yes,no,unknown,8,may,1,-1,0,unknown,no
43,-97,747,blue-collar,divorced,primary,no,yes,yes,cellular,31,jul,4,-1,0,unknown,no
41,-217,313,blue-collar,married,secondary,no,yes,no,cellular,11,may,1,349,3,other,no
41,5037,252,management,divorced,tertiary,no,no,no,cellular,23,apr,9,185,5,other,yes
46,2232,121,admin.,divorced,secondary,no,no,no,cellular,13,feb,1,-1,0,unknown,yes
54,-932,799,blue-collar,married,secondary,no,yes,no,unknown,7,may,1,-1,0,unknown,no
32,913,883,management,married,tertiary,no,yes,no,cellular,23,jun,1,674,4,failure,no
30,236,197,technician,single,tertiary,no,yes,no,unknown,16,may,1,-1,0,unknown,no
40,0,271,entrepreneur,married,primary,no,yes,no,cellular,11,jul,2,-1,0,unknown,no
30,2581,221,blue-collar,married,primary,no,no,no,unknown,12,may,2,-1,0,unknown,no
27,639,243,admin.,married,secondary,no,no,yes,cellular,14,jul,3,-1,0,unknown,no
41,849,72,blue-collar,married,primary,no,yes,no,unknown,15,may,1,-1,0,unknown,no
54,386,155,services,married,secondary,no,yes,no,cellular,2,aug,2,-1,0,unknown,no
32,1218,70,management,single,tertiary,no,yes,no,telephone,28,jan,2,-1,0,unknown,no
31,2603,280,management,married,tertiary,no,yes,no,cellular,11,feb,4,-1,0,unknown,yes
42,-921,115,blue-collar,married,secondary,no,yes,no,unknown,26,may,2,-1,0,unknown,no
48,607,29,admin.,married,primary,no,no,no,unknown,20,jun,2,-1,0,unknown,no
34,79,406,blue-collar,married,primary,no,yes,no,cellular,14,may,2,-1,0,unknown,no
55,61,113,technician,divorced,secondary,no,yes,yes,cellular,25,aug,3,-1,0,unknown,no
49,1091,47,technician,married,secondary,no,no,no,telephone,30,jul,2,-1,0,unknown,no
46,743,36,management,divorced,tertiary,no,no,no,unknown,5,jun,2,-1,0,unknown,no
47,209,135,entrepreneur,married,unknown,no,yes,no,unknown,6,may,2,-1,0,unknown,no
24,172,67,management,single,tertiary,no,no,no,cellular,3,jul,2,-1,0,unknown,no
58,2,684,entrepreneur,married,secondary,no,no,no,unknown,16,jun,1,-1,0,unknown,no
32,41,686,management,single,tertiary,no,no,no,cellular,21,aug,5,-1,0,unknown,yes
25,1116,170,student,single,secondary,no,yes,no,cellular,2,mar,3,-1,0,unknown,no
49,-55,150,blue-collar,married,secondary,no,no,no,unknown,17,jun,3,-1,0,unknown,no
59,5845,1060,retired,divorced,secondary,no,no,no,cellular,14,may,2,-1,0,unknown,yes
30,329,122,management,single,tertiary,no,yes,no,unknown,6,jun,16,-1,0,unknown,no
46,494,724,blue-collar,married,secondary,no,yes,no,unknown,26,may,1,-1,0,unknown,no
42,1519,230,management,married,unknown,no,no,no,cellular,19,oct,1,92,1,success,yes
37,2685,187,entrepreneur,married,tertiary,no,no,no,unknown,20,jun,2,-1,0,unknown,no
44,-14,179,blue-collar,married,primary,no,yes,yes,unknown,19,may,4,-1,0,unknown,no
49,5673,357,services,married,secondary,no,no,yes,cellular,4,aug,3,-1,0,unknown,no
41,1459,82,blue-collar,married,secondary,no,no,no,unknown,5,jun,1,-1,0,unknown,no
48,0,176,technician,married,tertiary,no,no,no,telephone,26,aug,15,-1,0,unknown,no
31,625,424,management,married,secondary,no,yes,no,cellular,7,apr,1,138,1,failure,no
37,0,115,student,married,unknown,no,no,no,unknown,18,jun,1,-1,0,unknown,no
51,867,177,services,married,secondary,no,yes,no,cellular,3,feb,2,211,3,failure,no
80,8304,712,retired,married,secondary,no,no,no,telephone,9,jun,1,64,12,failure,yes
32,151,118,management,single,tertiary,no,yes,no,unknown,6,may,1,-1,0,unknown,no
48,-583,25,services,married,primary,yes,yes,no,unknown,2,jun,7,-1,0,unknown,no
49,1784,753,blue-collar,married,tertiary,no,no,no,unknown,12,jun,1,-1,0,unknown,no
30,3134,124,management,married,tertiary,no,yes,no,cellular,17,jul,1,-1,0,unknown,no
27,49,208,self-employed,single,secondary,no,yes,no,cellular,30,jan,2,-1,0,unknown,no
34,-346,136,technician,married,secondary,no,no,no,cellular,13,aug,4,-1,0,unknown,no
49,1623,1081,management,married,secondary,no,yes,no,cellular,19,nov,2,-1,0,unknown,yes
48,60,376,management,married,tertiary,no,no,no,telephone,7,may,2,339,7,failure,no
40,17,78,services,married,secondary,no,no,no,cellular,4,jun,1,-1,0,unknown,no
38,2008,354,blue-collar,married,secondary,no,yes,no,cellular,18,nov,1,-1,0,unknown,no
46,91,29,blue-collar,married,primary,no,yes,no,cellular,6,may,1,356,2,failure,no
41,171,209,entrepreneur,married,tertiary,no,yes,no,cellular,19,nov,1,191,4,failure,no
28,1027,433,management,single,tertiary,no,yes,no,cellular,14,may,1,-1,0,unknown,no
51,5801,147,services,married,unknown,no,yes,no,unknown,29,may,2,-1,0,unknown,no
33,142,41,blue-collar,divorced,primary,no,yes,no,telephone,11,may,2,300,5,failure,no
26,205,111,management,single,tertiary,no,no,no,unknown,26,may,1,-1,0,unknown,no
34,852,108,admin.,single,secondary,no,no,no,cellular,14,apr,2,-1,0,unknown,no
27,-584,411,blue-collar,married,secondary,yes,yes,no,cellular,7,may,2,-1,0,unknown,no
42,97,108,self-employed,married,secondary,no,no,no,cellular,10,jul,2,-1,0,unknown,no
45,204,224,admin.,married,secondary,no,yes,no,cellular,3,jun,2,-1,0,unknown,yes
31,628,1083,technician,single,secondary,no,yes,no,unknown,12,may,2,-1,0,unknown,no
32,311,757,management,single,tertiary,no,no,no,unknown,12,may,2,-1,0,unknown,yes
39,1564,57,blue-collar,married,primary,no,no,no,unknown,17,jun,1,-1,0,unknown,no
26,856,95,blue-collar,single,secondary,no,yes,yes,cellular,30,jul,5,-1,0,unknown,no
40,1509,144,management,single,tertiary,no,no,no,cellular,15,mar,2,124,1,failure,no
52,-888,135,services,married,secondary,no,no,no,cellular,16,jul,1,-1,0,unknown,no
40,226,176,technician,single,tertiary,no,no,no,cellular,15,jan,2,-1,0,unknown,no
48,127,524,technician,married,secondary,no,no,yes,cellular,7,aug,5,-1,0,unknown,no
31,413,65,services,married,secondary,no,yes,no,unknown,13,may,1,-1,0,unknown,no
27,710,653,admin.,married,secondary,no,yes,yes,cellular,6,may,1,334,2,success,yes
47,1233,91,technician,married,secondary,no,yes,no,unknown,11,sep,1,100,2,other,yes
28,171,93,management,single,secondary,no,no,no,cellular,10,mar,1,-1,0,unknown,yes
40,69,503,management,divorced,tertiary,no,yes,no,cellular,6,may,2,280,2,failure,no
34,1499,186,admin.,married,secondary,no,yes,no,cellular,13,apr,1,327,2,failure,no
29,751,121,self-employed,married,tertiary,no,yes,no,unknown,23,may,2,-1,0,unknown,no
36,61,452,management,married,tertiary,no,no,yes,cellular,19,aug,2,-1,0,unknown,no
83,425,883,retired,married,primary,no,no,no,telephone,22,jun,1,140,1,failure,yes
55,2923,104,services,divorced,primary,no,yes,no,unknown,15,may,2,-1,0,unknown,no
43,99,24,management,divorced,tertiary,no,no,no,cellular,29,jan,3,-1,0,unknown,no
23,1021,79,student,single,secondary,no,no,no,telephone,19,jun,9,-1,0,unknown,no
44,1146,178,technician,married,tertiary,no,no,no,cellular,4,jul,2,-1,0,unknown,no
58,781,74,blue-collar,married,primary,no,yes,no,cellular,15,may,2,-1,0,unknown,no
29,1448,217,admin.,single,secondary,no,no,no,cellular,10,mar,1,184,7,other,no
30,604,475,management,single,tertiary,no,no,yes,cellular,2,feb,1,-1,0,unknown,no
29,-194,127,admin.,single,secondary,no,yes,no,cellular,7,may,1,-1,0,unknown,no
41,0,101,technician,married,secondary,no,no,no,cellular,11,mar,1,-1,0,unknown,no
35,0,340,housemaid,married,primary,no,yes,no,cellular,14,jul,3,-1,0,unknown,no
31,1014,158,technician,single,secondary,no,yes,no,cellular,23,jul,4,-1,0,unknown,no
27,73,242,admin.,single,tertiary,no,no,no,cellular,29,jan,1,-1,0,unknown,no
47,2597,323,services,married,secondary,no,yes,no,unknown,16,may,1,-1,0,unknown,no
53,2627,18,self-employed,married,tertiary,no,yes,yes,unknown,16,jun,30,-1,0,unknown,no
34,1906,68,management,married,tertiary,no,yes,no,cellular,14,jul,3,-1,0,unknown,no
34,-319,134,blue-collar,married,primary,no,yes,yes,cellular,9,jul,4,-1,0,unknown,no
36,-296,113,management,married,tertiary,no,yes,no,cellular,14,may,3,-1,0,unknown,no
40,169,43,technician,married,secondary,no,yes,no,cellular,18,aug,4,-1,0,unknown,no
37,556,200,self-employed,single,tertiary,no,no,no,unknown,17,jun,2,-1,0,unknown,no
65,300,245,retired,divorced,unknown,no,no,no,cellular,2,aug,2,-1,0,unknown,no
53,751,343,technician,divorced,secondary,no,yes,no,unknown,16,may,4,-1,0,unknown,no
28,126,229,technician,single,secondary,no,no,no,cellular,3,mar,1,-1,0,unknown,no
33,-386,530,technician,divorced,tertiary,no,yes,no,unknown,23,may,1,-1,0,unknown,no
56,379,58,blue-collar,married,primary,no,no,no,cellular,13,aug,5,-1,0,unknown,no
45,706,78,self-employed,married,secondary,no,no,no,cellular,30,apr,2,176,1,success,no
39,9121,147,technician,married,secondary,no,no,no,unknown,5,jun,1,-1,0,unknown,no
28,1466,40,management,single,tertiary,no,yes,no,cellular,25,jul,1,-1,0,unknown,no
36,0,618,blue-collar,married,primary,no,yes,no,cellular,18,nov,2,-1,0,unknown,no
41,951,23,blue-collar,married,primary,no,yes,no,cellular,20,apr,4,-1,0,unknown,no
46,368,293,admin.,married,secondary,no,no,no,cellular,20,aug,1,90,4,other,yes
41,121,16,blue-collar,married,secondary,no,yes,no,cellular,13,may,6,176,5,other,no
59,204,286,services,married,secondary,no,no,no,cellular,23,jul,2,-1,0,unknown,no
24,299,209,admin.,married,secondary,no,yes,no,cellular,6,may,1,321,1,failure,no
34,4170,935,management,married,tertiary,no,yes,no,unknown,21,may,1,-1,0,unknown,no
40,-335,260,blue-collar,married,primary,no,yes,no,unknown,27,may,1,-1,0,unknown,no
42,3165,298,admin.,married,secondary,no,yes,no,unknown,16,jun,4,-1,0,unknown,no
50,254,397,services,married,secondary,no,yes,no,cellular,15,apr,2,337,1,failure,no
25,553,113,management,single,tertiary,no,yes,no,cellular,17,sep,4,479,1,failure,no
51,518,76,services,divorced,secondary,no,yes,no,telephone,17,nov,1,-1,0,unknown,no
50,85,141,management,married,tertiary,no,no,yes,cellular,1,jun,1,-1,0,unknown,no
37,603,773,blue-collar,married,unknown,no,yes,no,unknown,23,may,2,-1,0,unknown,no
21,361,329,services,single,secondary,no,no,no,telephone,5,jun,1,95,1,other,no
52,-98,423,blue-collar,married,secondary,no,yes,no,unknown,7,may,1,-1,0,unknown,no
55,4424,67,retired,married,primary,no,no,no,cellular,5,aug,4,-1,0,unknown,no
26,2610,626,technician,single,secondary,no,yes,yes,unknown,2,jun,1,-1,0,unknown,no
38,3234,578,technician,married,tertiary,no,no,no,cellular,18,nov,2,-1,0,unknown,yes
32,687,61,blue-collar,married,secondary,no,yes,no,unknown,9,may,1,-1,0,unknown,no
31,631,248,blue-collar,married,secondary,no,yes,no,unknown,23,may,4,-1,0,unknown,no
34,341,136,technician,single,secondary,no,no,yes,cellular,29,jan,1,262,3,failure,no
33,316,126,technician,single,tertiary,no,no,no,cellular,21,aug,3,-1,0,unknown,no
35,2,653,technician,married,secondary,no,no,no,telephone,28,jan,3,-1,0,unknown,no
44,415,7,management,married,unknown,no,yes,no,telephone,14,may,7,-1,0,unknown,no
48,507,528,management,divorced,tertiary,no,yes,no,cellular,9,apr,1,-1,0,unknown,no
29,912,785,blue-collar,married,secondary,no,yes,no,cellular,13,may,1,-1,0,unknown,no
50,0,243,management,married,tertiary,no,no,no,cellular,9,jul,5,-1,0,unknown,no
37,37,24,blue-collar,married,primary,no,yes,no,cellular,13,may,2,362,1,other,no
44,2524,82,admin.,single,secondary,no,no,no,unknown,19,jun,1,-1,0,unknown,no
36,9019,952,unemployed,single,tertiary,no,yes,no,unknown,11,jun,3,-1,0,unknown,no
49,39,27,blue-collar,divorced,unknown,no,yes,no,cellular,13,may,5,-1,0,unknown,no
31,0,143,blue-collar,married,secondary,no,yes,no,unknown,5,may,1,-1,0,unknown,no
49,265,274,technician,divorced,secondary,no,yes,no,unknown,12,may,6,-1,0,unknown,no
35,0,1174,blue-collar,single,secondary,no,yes,no,cellular,16,apr,1,345,4,other,yes
57,4012,915,admin.,divorced,unknown,no,no,no,cellular,20,nov,1,-1,0,unknown,no
42,1520,115,blue-collar,married,primary,no,yes,no,cellular,5,feb,1,-1,0,unknown,no
36,-140,222,blue-collar,divorced,secondary,no,yes,no,unknown,26,may,2,-1,0,unknown,no
75,852,341,retired,divorced,primary,no,no,no,cellular,15,mar,1,-1,0,unknown,no
38,578,112,blue-collar,single,secondary,no,yes,no,unknown,21,may,2,-1,0,unknown,no
40,0,64,blue-collar,married,primary,yes,yes,no,unknown,6,may,2,-1,0,unknown,no
38,2253,937,services,single,secondary,no,yes,no,cellular,13,may,3,-1,0,unknown,yes
34,1171,129,management,single,tertiary,no,yes,no,cellular,10,jul,1,-1,0,unknown,no
29,452,59,technician,single,tertiary,no,yes,no,cellular,11,may,1,-1,0,unknown,no
28,-97,79,admin.,married,secondary,no,yes,no,cellular,29,jan,1,225,2,success,no
79,4738,151,retired,married,secondary,no,no,no,telephone,9,jul,5,-1,0,unknown,no
51,467,83,admin.,divorced,secondary,no,yes,no,unknown,19,may,1,-1,0,unknown,no
32,0,101,student,single,tertiary,no,no,no,cellular,6,aug,5,3,6,other,no
36,495,157,management,married,tertiary,no,no,no,cellular,5,aug,3,97,2,success,yes
38,157,57,entrepreneur,married,secondary,no,no,yes,cellular,15,may,11,366,1,other,no
49,358,176,self-employed,married,secondary,no,yes,yes,unknown,13,may,3,-1,0,unknown,no
42,292,222,services,married,secondary,no,yes,no,cellular,11,may,3,-1,0,unknown,no
43,7343,217,blue-collar,married,primary,no,yes,no,unknown,2,jun,4,-1,0,unknown,no
34,-563,252,blue-collar,married,secondary,no,yes,no,unknown,26,may,1,-1,0,unknown,no
59,351,1063,retired,single,secondary,no,yes,no,unknown,27,may,5,-1,0,unknown,yes
35,365,41,unknown,married,primary,no,no,no,cellular,29,aug,2,-1,0,unknown,no
33,13494,27,blue-collar,single,secondary,no,yes,no,unknown,20,jun,25,-1,0,unknown,no
34,846,758,admin.,single,secondary,no,yes,no,cellular,17,apr,2,-1,0,unknown,no
64,1574,301,retired,married,secondary,no,no,no,telephone,29,jul,3,-1,0,unknown,yes
34,-28,574,entrepreneur,married,tertiary,no,yes,no,cellular,16,jul,1,-1,0,unknown,no
77,0,847,retired,married,tertiary,no,no,no,cellular,16,oct,1,60,1,success,yes
57,2927,78,retired,married,primary,no,no,yes,telephone,30,jul,5,-1,0,unknown,no
30,501,514,blue-collar,married,secondary,no,yes,yes,unknown,27,may,1,-1,0,unknown,no
56,1238,1558,housemaid,divorced,primary,yes,no,no,unknown,5,jun,1,-1,0,unknown,yes
49,301,789,unknown,married,unknown,no,no,no,cellular,14,aug,2,-1,0,unknown,no
73,1388,146,retired,married,primary,no,no,no,cellular,20,jul,3,190,3,success,no
39,102,272,technician,single,secondary,no,yes,no,cellular,14,aug,2,-1,0,unknown,no
57,13,323,technician,divorced,primary,no,yes,no,cellular,8,may,2,368,2,failure,no
32,413,712,self-employed,married,secondary,no,yes,no,cellular,11,jul,2,-1,0,unknown,no
32,4665,860,technician,single,tertiary,no,yes,no,unknown,21,may,2,-1,0,unknown,yes
45,638,75,admin.,married,secondary,no,yes,no,cellular,20,aug,9,-1,0,unknown,no
32,101,191,blue-collar,married,secondary,no,yes,no,unknown,19,may,4,-1,0,unknown,no
31,1224,1441,management,married,tertiary,no,yes,yes,cellular,24,jul,2,-1,0,unknown,yes
49,1103,428,self-employed,married,secondary,no,no,no,cellular,12,aug,2,-1,0,unknown,no
29,3748,322,services,married,secondary,no,no,no,cellular,28,may,3,-1,0,unknown,no
55,955,104,technician,married,secondary,no,yes,no,cellular,29,jan,1,-1,0,unknown,no
30,518,127,admin.,married,secondary,no,yes,no,cellular,8,may,1,-1,0,unknown,no
45,1893,1259,services,single,primary,no,yes,no,unknown,3,jun,6,-1,0,unknown,yes
39,14,114,technician,married,tertiary,no,no,no,cellular,28,jan,2,-1,0,unknown,no
36,-423,106,admin.,married,secondary,no,yes,yes,unknown,13,may,1,-1,0,unknown,no
33,3696,305,management,married,tertiary,no,no,no,cellular,19,nov,1,182,3,failure,no
36,2987,307,management,married,tertiary,no,yes,no,cellular,12,aug,1,-1,0,unknown,yes
31,433,1504,technician,single,secondary,no,no,no,cellular,11,aug,2,-1,0,unknown,no
36,756,396,technician,married,unknown,no,no,no,cellular,11,jul,3,-1,0,unknown,no
38,0,71,technician,single,tertiary,no,yes,no,cellular,1,jun,1,-1,0,unknown,no
33,2727,205,unknown,married,secondary,no,no,no,cellular,6,aug,3,-1,0,unknown,no
40,93,134,technician,married,secondary,no,yes,no,unknown,13,may,2,-1,0,unknown,no
31,1766,166,blue-collar,married,secondary,no,no,yes,cellular,5,jun,2,-1,0,unknown,yes
39,124,81,services,married,secondary,no,yes,no,cellular,31,jul,5,-1,0,unknown,no
33,69,77,admin.,married,tertiary,no,no,yes,cellular,4,may,2,-1,0,unknown,no
53,0,80,services,divorced,secondary,no,no,no,cellular,12,mar,2,-1,0,unknown,yes
38,0,537,management,married,tertiary,no,yes,no,cellular,13,may,5,303,2,failure,no
59,259,415,technician,married,secondary,no,no,no,cellular,15,jun,1,89,1,success,yes
55,4103,291,blue-collar,married,primary,no,no,no,cellular,19,nov,1,-1,0,unknown,no
38,744,283,technician,single,tertiary,no,yes,no,cellular,14,may,1,288,12,other,no
48,116,70,services,married,secondary,no,yes,no,telephone,20,apr,4,-1,0,unknown,no
53,70,611,blue-collar,married,secondary,no,yes,no,unknown,5,may,2,-1,0,unknown,no
44,432,132,admin.,divorced,secondary,no,no,no,cellular,9,feb,3,-1,0,unknown,no
57,1172,26,management,married,tertiary,no,no,no,unknown,18,jun,1,-1,0,unknown,no
29,9,262,blue-collar,single,secondary,no,yes,no,cellular,11,may,3,-1,0,unknown,no
31,428,272,services,married,secondary,no,yes,no,unknown,21,may,1,-1,0,unknown,no
35,7546,137,technician,single,tertiary,no,yes,no,cellular,28,dec,1,122,3,failure,no
31,620,95,blue-collar,married,primary,no,no,no,cellular,30,mar,1,-1,0,unknown,no
35,8647,140,self-employed,married,tertiary,no,no,no,cellular,19,nov,2,-1,0,unknown,no
40,192,71,management,single,secondary,no,yes,no,unknown,16,may,11,-1,0,unknown,no
39,0,502,blue-collar,married,secondary,no,yes,no,cellular,7,may,1,7,2,failure,no
43,27733,164,technician,single,tertiary,no,yes,no,unknown,3,jun,7,-1,0,unknown,no
44,276,219,entrepreneur,married,primary,no,yes,yes,unknown,15,may,1,-1,0,unknown,no
29,113,328,technician,single,secondary,no,no,no,cellular,12,feb,2,183,4,success,yes
40,782,224,technician,married,secondary,no,yes,no,unknown,14,may,2,-1,0,unknown,no
33,82,63,entrepreneur,married,primary,no,yes,no,cellular,18,nov,2,-1,0,unknown,no
46,1008,24,management,married,tertiary,no,no,no,cellular,29,aug,13,-1,0,unknown,no
27,6421,147,unknown,single,tertiary,no,no,no,telephone,28,jan,4,-1,0,unknown,no
26,443,84,admin.,single,secondary,no,no,no,cellular,30,jul,3,-1,0,unknown,no
41,351,175,technician,married,secondary,no,yes,no,cellular,9,jul,1,-1,0,unknown,no
34,5060,12,technician,married,tertiary,no,yes,no,cellular,21,aug,21,-1,0,unknown,no
39,-41,40,technician,single,tertiary,no,no,yes,cellular,25,aug,15,-1,0,unknown,no
27,-124,217,services,single,secondary,no,no,no,cellular,18,jul,1,-1,0,unknown,no
31,79,235,blue-collar,married,secondary,no,yes,yes,cellular,23,jul,11,-1,0,unknown,no
44,3945,255,unemployed,single,secondary,no,no,no,cellular,28,jan,1,-1,0,unknown,no
55,197,256,retired,married,tertiary,no,no,yes,cellular,8,jul,1,-1,0,unknown,no
51,837,41,blue-collar,divorced,primary,no,no,no,telephone,30,jul,2,-1,0,unknown,no
50,-94,75,management,married,tertiary,no,no,yes,unknown,25,jun,1,-1,0,unknown,no
30,1743,192,services,married,secondary,no,yes,no,cellular,5,feb,4,-1,0,unknown,no
46,57,796,technician,married,secondary,no,no,no,unknown,28,may,1,-1,0,unknown,yes
49,635,220,admin.,married,secondary,no,no,no,cellular,25,aug,3,-1,0,unknown,no
56,-113,614,retired,married,secondary,no,yes,yes,cellular,12,aug,2,-1,0,unknown,no
47,225,1126,admin.,divorced,secondary,no,no,no,cellular,28,aug,4,-1,0,unknown,yes
30,124,161,admin.,married,secondary,no,no,no,telephone,16,jun,2,-1,0,unknown,no
36,475,141,entrepreneur,single,secondary,no,no,no,cellular,25,jul,3,-1,0,unknown,no
40,-7,697,management,married,tertiary,no,no,yes,telephone,25,jul,1,-1,0,unknown,no
37,375,223,technician,single,secondary,yes,no,no,unknown,9,jun,2,-1,0,unknown,no
42,936,931,admin.,divorced,secondary,no,no,no,cellular,30,jan,1,-1,0,unknown,yes
45,1415,483,technician,married,secondary,no,yes,no,cellular,17,nov,1,116,1,failure,no
34,0,63,unemployed,single,secondary,no,no,no,cellular,17,nov,2,-1,0,unknown,no
27,3638,271,admin.,single,secondary,no,no,no,cellular,11,jul,5,-1,0,unknown,no
30,-99,144,blue-collar,married,secondary,no,yes,no,cellular,15,may,5,-1,0,unknown,no
32,167,79,technician,married,secondary,no,yes,yes,cellular,8,aug,3,-1,0,unknown,no
46,19,171,housemaid,married,primary,no,yes,no,telephone,21,jul,1,-1,0,unknown,no
29,242,73,self-employed,married,tertiary,no,yes,no,cellular,18,jul,4,-1,0,unknown,no
53,13,69,unknown,married,unknown,no,no,no,telephone,28,jan,1,-1,0,unknown,no
32,286,60,technician,married,secondary,no,no,no,cellular,20,apr,1,343,4,failure,no
49,769,257,unemployed,married,secondary,no,yes,no,unknown,14,may,1,-1,0,unknown,no
35,93,198,management,married,tertiary,no,no,no,cellular,4,may,2,88,1,other,no
38,1663,217,blue-collar,married,secondary,no,yes,no,cellular,13,apr,3,327,1,failure,no
39,238,134,entrepreneur,married,primary,no,yes,yes,cellular,19,nov,1,-1,0,unknown,no
34,2178,41,technician,single,secondary,no,yes,no,cellular,26,may,1,-1,0,unknown,no
42,792,611,blue-collar,married,primary,no,yes,yes,cellular,19,nov,2,175,12,other,no
35,871,216,blue-collar,single,unknown,no,yes,no,unknown,6,jun,3,-1,0,unknown,no
60,1025,388,admin.,married,secondary,no,no,no,cellular,6,aug,8,-1,0,unknown,no
57,63,242,technician,divorced,secondary,no,yes,no,unknown,5,may,1,-1,0,unknown,no
31,16,387,blue-collar,single,secondary,no,no,no,cellular,7,jul,1,-1,0,unknown,no
29,417,90,management,single,secondary,no,no,no,cellular,7,oct,1,-1,0,unknown,no
41,3992,281,services,married,secondary,no,yes,no,telephone,20,nov,2,-1,0,unknown,no
46,2749,332,blue-collar,married,primary,no,yes,no,cellular,17,nov,1,-1,0,unknown,no
33,133,218,technician,married,secondary,no,no,no,cellular,4,may,1,-1,0,unknown,yes
32,1721,650,blue-collar,single,secondary,no,yes,no,unknown,21,may,2,-1,0,unknown,no
54,2171,1034,management,divorced,tertiary,no,yes,yes,telephone,18,nov,1,-1,0,unknown,yes
37,4760,182,services,married,secondary,no,yes,no,cellular,8,may,2,169,2,failure,no
32,2979,156,technician,single,secondary,no,no,no,cellular,25,may,1,-1,0,unknown,no
43,690,171,management,married,tertiary,no,yes,no,cellular,6,aug,3,-1,0,unknown,no
50,203,265,blue-collar,divorced,secondary,no,yes,no,telephone,19,nov,1,127,4,other,no
34,322,10,blue-collar,married,secondary,no,yes,no,cellular,20,apr,3,-1,0,unknown,no
31,1210,350,admin.,divorced,secondary,no,no,no,cellular,16,jul,1,-1,0,unknown,no
43,634,65,self-employed,married,secondary,no,yes,no,cellular,17,nov,1,131,1,failure,no
49,273,58,entrepreneur,married,secondary,no,no,no,cellular,23,jul,1,-1,0,unknown,no
22,47,69,student,single,unknown,no,no,no,cellular,3,jul,3,-1,0,unknown,no
35,1100,127,management,married,tertiary,no,no,yes,cellular,29,jan,2,-1,0,unknown,no
56,0,154,admin.,married,secondary,no,yes,no,telephone,19,nov,2,-1,0,unknown,no
53,0,36,blue-collar,married,secondary,no,no,no,telephone,31,jul,4,-1,0,unknown,no
54,1544,85,entrepreneur,married,tertiary,no,no,yes,cellular,5,feb,7,196,3,failure,no
32,6145,362,services,single,unknown,no,yes,no,cellular,14,may,1,287,13,failure,no
41,28,49,self-employed,married,secondary,no,yes,no,cellular,11,may,1,-1,0,unknown,no
40,1012,410,blue-collar,married,secondary,no,yes,no,cellular,6,may,1,-1,0,unknown,no
33,245,253,blue-collar,married,primary,no,yes,yes,cellular,8,may,3,-1,0,unknown,no
33,1998,570,management,single,tertiary,no,no,no,cellular,19,nov,1,-1,0,unknown,no
34,3990,633,blue-collar,married,secondary,no,yes,no,cellular,24,jul,7,-1,0,unknown,no
36,1328,82,services,married,secondary,no,yes,no,unknown,6,jun,4,-1,0,unknown,no
34,412,164,entrepreneur,married,tertiary,no,yes,yes,cellular,8,jul,1,-1,0,unknown,no
55,229,175,management,married,primary,no,no,yes,unknown,9,jun,3,-1,0,unknown,no
28,1562,659,student,single,tertiary,no,no,no,cellular,15,feb,4,-1,0,unknown,yes
29,3432,139,admin.,single,secondary,no,yes,no,cellular,17,apr,2,-1,0,unknown,no
31,144,43,admin.,single,secondary,no,yes,no,unknown,4,jul,11,-1,0,unknown,no
52,1339,343,management,married,tertiary,no,yes,no,cellular,22,aug,5,-1,0,unknown,no
54,386,74,services,married,unknown,no,no,yes,cellular,19,nov,1,152,1,success,no
43,7727,302,blue-collar,married,primary,no,yes,no,unknown,15,may,8,-1,0,unknown,no
55,204,455,entrepreneur,married,secondary,no,no,no,cellular,14,jul,13,-1,0,unknown,no
28,101,126,blue-collar,divorced,unknown,no,yes,no,unknown,28,may,4,-1,0,unknown,no
45,728,107,unemployed,divorced,secondary,no,yes,yes,cellular,18,nov,1,-1,0,unknown,no
45,2418,120,entrepreneur,married,primary,no,yes,no,unknown,14,may,1,-1,0,unknown,no
51,2934,727,management,married,tertiary,no,yes,no,cellular,18,nov,4,-1,0,unknown,no
42,0,275,technician,single,secondary,no,yes,no,unknown,7,may,4,-1,0,unknown,no
43,181,41,unknown,single,unknown,no,no,no,telephone,28,jan,1,-1,0,unknown,no
34,176,61,management,married,tertiary,no,no,no,cellular,18,aug,4,-1,0,unknown,no
36,49,232,blue-collar,married,primary,no,yes,no,cellular,15,may,2,365,5,other,no
37,2023,214,blue-collar,married,secondary,no,yes,no,cellular,10,jul,1,-1,0,unknown,no
50,372,21,blue-collar,married,secondary,no,yes,no,telephone,11,may,1,-1,0,unknown,no
42,7702,138,management,divorced,unknown,no,no,no,cellular,16,feb,2,-1,0,unknown,yes
34,464,173,blue-collar,single,primary,no,yes,no,cellular,18,may,1,299,2,other,no
48,117,635,management,married,secondary,no,yes,no,cellular,16,apr,1,-1,0,unknown,no
47,104,77,admin.,married,secondary,no,yes,yes,cellular,14,jul,2,-1,0,unknown,no
40,1041,73,management,married,tertiary,no,yes,no,unknown,12,jun,1,-1,0,unknown,no
37,539,540,management,married,tertiary,no,no,no,cellular,18,jan,2,115,3,failure,no
38,0,179,blue-collar,married,primary,no,yes,no,unknown,3,jun,2,-1,0,unknown,no
29,406,119,technician,single,tertiary,no,yes,no,cellular,17,jul,1,-1,0,unknown,no
